Cuenca o Litoral,Grupo de especie,Formato,Especie,Nombre más común de la especie,Forma de presentación
Pacífico,Peces,PezOseo,Lutjanus novemfasciatus,Pargo muelón,Entero fresco
Pacífico,Peces,PezOseo,Lutjanus novemfasciatus,Pargo muelón,Eviscerado
Pacífico,Peces,PezOseo,Lutjanus novemfasciatus,Pargo muelón,Eviscerado enhielado
Pacífico,Peces,PezOseo,Lutjanus novemfasciatus,Pargo muelón,Eviscerado fresco
Pacífico,Peces,PezOseo,Lutjanus novemfasciatus,Pargo muelón,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Entero
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Entero enhielado
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Entero fresco
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Eviscerado
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Eviscerado enhielado
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Eviscerado fresco
Pacífico,Peces,PezOseo,Lutjanus peru,Pargo rojo,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Lutjanus spp.,Pargos,Entero
Pacífico,Peces,PezOseo,Lutjanus spp.,Pargos,Entero enhielado
Pacífico,Peces,PezOseo,Lutjanus spp.,Pargos,Eviscerado enhielado
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Entero
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Entero enhielado
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Entero fresco
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Eviscerado
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Eviscerado enhielado
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Eviscerado fresco
Pacífico,Peces,PezOseo,Macrodon mordax,Pelada amarilladentona cagona,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Makaira spp.,Marlin blanco,Entero fresco
Pacífico,Peces,PezOseo,Megalops atlanticus,Sábalo,Eviscerado
Pacífico,Peces,PezOseo,Megalops atlanticus,Sábalo,Eviscerado enhielado
Pacífico,Moluscos,Caracol,Melongena patula,Caracol pateburro,Carne
Pacífico,Moluscos,Caracol,Melongena patula,Caracol pateburro,Entero
Pacífico,Moluscos,Caracol,Melongena patula,Caracol pateburro,Entero fresco
Pacífico,Moluscos,Caracol,Melongena patula,Caracol pateburro,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Entero
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Entero enhielado
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Entero fresco
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Eviscerado
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Eviscerado enhielado
Pacífico,Peces,PezOseo,Menticirrhus nasus,Botellona,Eviscerado fresco
Pacífico,Peces,PezOseo,Menticirrhus panamensis,Botellona,Entero
Pacífico,Peces,PezOseo,Menticirrhus panamensis,Botellona,Eviscerado
Pacífico,Peces,PezOseo,Menticirrhus panamensis,Botellona,Eviscerado enhielado
Pacífico,Peces,PezOseo,Menticirrhus panamensis,Botellona,Eviscerado fresco
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Entero
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Entero enhielado
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Entero fresco
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Eviscerado
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Eviscerado enhielado
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Eviscerado fresco
Pacífico,Peces,PezOseo,Menticirrhus spp.,Coroncoros,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Microspathodon bairdii,Tilapia de mar,Eviscerado enhielado
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Entero
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Entero congelado
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Entero enhielado
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Entero fresco
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Eviscerado
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Eviscerado enhielado
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Eviscerado fresco
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Salpreso
Pacífico,Peces,PezOseo,Mugil cephalus,Lisa rayada,Seco salado
Pacífico,Peces,PezOseo,Mycteroperca xenarcha,Chame,Eviscerado
Pacífico,Peces,PezOseo,Mycteroperca xenarcha,Chame,Eviscerado enhielado
Pacífico,Peces,PezOseo,Mycteroperca xenarcha,Chame,Eviscerado sin gónada
Pacífico,Moluscos,Caracol,Natica unifasciata,Bulgado,Carne
Pacífico,Moluscos,Caracol,Natica unifasciata,Bulgado,Entero fresco
Pacífico,Peces,PezOseo,Nebris occidentalis,Bocon,Entero
Pacífico,Peces,PezOseo,Nebris occidentalis,Bocon,Eviscerado
Pacífico,Peces,PezOseo,Nebris occidentalis,Bocon,Eviscerado enhielado
Pacífico,Peces,PezOseo,Nebris occidentalis,Bocon,Eviscerado fresco
Pacífico,Peces,PezOseo,Nematistius pectoralis,Pejegallo,Eviscerado
Pacífico,Peces,PezOseo,Notarius spp.,Ñato,Entero
Pacífico,Peces,PezOseo,Notarius spp.,Ñato,Eviscerado
Pacífico,Peces,PezOseo,Notarius spp.,Ñato,Eviscerado enhielado
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Ahumado
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Descabezado
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Entero
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Entero enhielado
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Entero fresco
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Eviscerado
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Eviscerado enhielado
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Eviscerado fresco
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Salpreso
Pacífico,Peces,PezOseo,Notarius troschelii,Ñato,Seco salado
Pacífico,Peces,PezOseo,Oligoplites altus,Rascapalo amarillo,Entero
Pacífico,Peces,PezOseo,Oligoplites altus,Rascapalo amarillo,Entero enhielado
Pacífico,Peces,PezOseo,Oligoplites altus,Rascapalo amarillo,Entero fresco
Pacífico,Peces,PezOseo,Oligoplites altus,Rascapalo amarillo,Seco salado
Pacífico,Peces,PezOseo,Oligoplites refulgens,Chachajo,Entero
Pacífico,Peces,PezOseo,Oligoplites refulgens,Chachajo,Entero fresco
Pacífico,Peces,PezOseo,Oligoplites saurus inornatus,Rascapalo,Entero
Pacífico,Peces,PezOseo,Oligoplites saurus inornatus,Rascapalo,Entero enhielado
Pacífico,Peces,PezOseo,Oligoplites saurus inornatus,Rascapalo,Entero fresco
Pacífico,Peces,PezOseo,Oligoplites saurus inornatus,Rascapalo,Eviscerado
Pacífico,Peces,PezOseo,Oligoplites spp.,Rascapalo,Entero
Pacífico,Peces,PezOseo,Oligoplites spp.,Rascapalo,Entero enhielado
Pacífico,Peces,PezOseo,Oligoplites spp.,Rascapalo,Entero fresco
Pacífico,Peces,PezOseo,Oligoplites spp.,Rascapalo,Eviscerado
Pacífico,Peces,PezOseo,Opisthonema medirastre,Plumuda,Entero
Pacífico,Peces,PezOseo,Opisthonema medirastre,Plumuda,Entero fresco
Pacífico,Peces,PezOseo,Opisthonema spp.,Plumuda,Entero
Pacífico,Peces,PezOseo,Opisthonema spp.,Plumuda,Entero enhielado
Pacífico,Peces,PezOseo,Opisthonema spp.,Plumuda,Eviscerado
Pacífico,Peces,PezOseo,Orthopristis chalcea,Veranera rayada,Entero
Pacífico,Peces,PezOseo,Otros grueso,Otros,Entero
Pacífico,Peces,PezOseo,Otros grueso,Otros,Entero enhielado
Pacífico,Peces,PezOseo,Otros grueso,Otros,Eviscerado
Pacífico,Peces,PezOseo,Otros grueso,Otros,Eviscerado enhielado
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Entero
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Entero enhielado
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Entero fresco
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Eviscerado
Pacífico,Peces,PezOseo,Otros menudo,Otros menudo,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Entero
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Entero enhielado
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Entero fresco
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Eviscerado
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Eviscerado enhielado
Pacífico,Peces,PezOseo,Otros pescadilla,Otros pescadilla,Eviscerado sin gónada
Pacífico,Crustáceos,Langosta,Panulirus gracilis,Langosta pacifico,Entero
Pacífico,Crustáceos,Langosta,Panulirus gracilis,Langosta pacifico,Entero enhielado
Pacífico,Crustáceos,Langosta,Panulirus gracilis,Langosta pacifico,Entero fresco
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Entero
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Entero enhielado
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Entero fresco
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Eviscerado
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Eviscerado enhielado
Pacífico,Peces,PezOseo,Paralonchurus dumerilii,Siete presas,Eviscerado fresco
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Entero
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Entero enhielado
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Entero fresco
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Eviscerado
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Eviscerado enhielado
Pacífico,Peces,PezOseo,Parapsettus panamensis,Palma,Eviscerado fresco
Pacífico,Peces,PezOseo,Paraselene orstedii,Espejuelo redondo,Entero
Pacífico,Peces,PezOseo,Paraselene orstedii,Espejuelo redondo,Eviscerado
Pacífico,Crustáceos,Camaron,Penaeus californiensis,Camarón café,Colas
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Cola enhielada
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Colas
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Colas congeladas
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Entero
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Entero enhielado
Pacífico,Crustáceos,Camaron,Penaeus occidentalis,Camarón blanco,Entero fresco
Pacífico,Peces,PezOseo,Peprilus medius,Manteco,Entero
Pacífico,Peces,PezOseo,Peprilus medius,Manteco,Entero fresco
Pacífico,Peces,PezOseo,Peprilus snyderi,Manteco,Entero
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Entero
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Entero enhielado
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Entero fresco
Pacífico,Peces,PezOseo,Peprilus spp.,Manteco,Eviscerado
Pacífico,Moluscos,Bivalvo,Perna viridis,Cholga,Carne
Pacífico,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Entero
Pacífico,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Entero fresco
Pacífico,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Eviscerado fresco
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Entero
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Entero enhielado
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Entero fresco
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Eviscerado
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Eviscerado enhielado
Pacífico,Peces,PezOseo,Polydactylus approximans,Barbeta blanca,Eviscerado fresco
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Entero
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Entero enhielado
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Entero fresco
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Eviscerado
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Eviscerado fresco
Pacífico,Peces,PezOseo,Polydactylus opercularis,Barbeta amarilla,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Pomacanthus zonipectus,Señorita,Eviscerado enhielado
Pacífico,Peces,PezOseo,Pomadasys spp.,Pargo blanco Roncador,Entero
Pacífico,Peces,PezOseo,Pomadasys spp.,Pargo blanco Roncador,Entero enhielado
Pacífico,Peces,PezOseo,Pomadasys spp.,Pargo blanco Roncador,Entero fresco
Pacífico,Peces,PezOseo,Pontinus sierra,Guere guere,Entero enhielado
Pacífico,Peces,PezOseo,Pontinus sierra,Guere guere,Entero fresco
Pacífico,Peces,PezOseo,Pontinus sierra,Guere guere,Eviscerado enhielado
Pacífico,Peces,PezOseo,Prionotus spp. ppalmente prionotus horrens,Pez rey pejerrey,Descabezado
Pacífico,Peces,PezOseo,Prionotus spp. ppalmente prionotus horrens,Pez rey pejerrey,Entero
Pacífico,Crustáceos,Camaron,Protrachypene precipua,Camarón pomadilla,Colas
Pacífico,Crustáceos,Camaron,Protrachypene precipua,Camarón pomadilla,Entero
Pacífico,Peces,PezOseo,Pseudobalistes naufragium,"Pejepuerco, Jabonera",Eviscerado enhielado
Pacífico,Peces,PezOseo,Pseudupeneus grandisquamis,Camotillo,Entero
Pacífico,Peces,PezOseo,Pseudupeneus grandisquamis,Camotillo,Entero enhielado
Pacífico,Peces,PezOseo,Pseudupeneus grandisquamis,Camotillo,Entero fresco
Pacífico,Peces,PezOseo,Rhencus macracanthus,Roncador,Entero
Pacífico,Peces,PezOseo,Rhencus macracanthus,Roncador,Entero enhielado
Pacífico,Peces,PezOseo,Rhencus macracanthus,Roncador,Entero fresco
Pacífico,Peces,PezOseo,Rhencus macracanthus,Roncador,Eviscerado
Pacífico,Peces,PezOseo,Rhencus macracanthus,Roncador,Eviscerado fresco
Pacífico,Peces,PezOseo,Rhonciscus bayanus,Jojorro,Entero
Pacífico,Peces,PezOseo,Rhonciscus bayanus,Jojorro,Entero fresco
Pacífico,Peces,PezOseo,Rhonciscus bayanus,Jojorro,Eviscerado
Pacífico,Peces,PezOseo,Rhonciscus bayanus,Jojorro,Eviscerado enhielado
Pacífico,Peces,PezOseo,Rhonciscus bayanus,Jojorro,Eviscerado fresco
Pacífico,Peces,PezOseo,Sarda orientalis,Bonito,Entero
Pacífico,Peces,PezOseo,Sarda orientalis,Bonito,Eviscerado
Pacífico,Peces,PezOseo,Sarda orientalis,Bonito,Eviscerado enhielado
Pacífico,Peces,PezOseo,Schedophilus haedrichi,Pez uva,Entero
Pacífico,Peces,PezOseo,Schedophilus haedrichi,Pez uva,Eviscerado
Pacífico,Peces,PezOseo,Schedophilus haedrichi,Pez uva,Eviscerado enhielado
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Entero
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Entero enhielado
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Entero fresco
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Eviscerado
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Eviscerado enhielado
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Eviscerado fresco
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Salpreso
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Seco salado
Pacífico,Peces,PezOseo,Scomber japonicus,Ojón cigarro,Entero fresco
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Entero
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Entero enhielado
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Entero fresco
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Eviscerado
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Eviscerado con gónada
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Eviscerado enhielado
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Eviscerado fresco
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Seco salado
Pacífico,Peces,PezOseo,Selar crumenophthalmus,Ojo gordo,Entero
Pacífico,Peces,PezOseo,Selar crumenophthalmus,Ojo gordo,Entero enhielado
Pacífico,Peces,PezOseo,Selar crumenophthalmus,Ojo gordo,Entero fresco
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Entero
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Entero enhielado
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Entero fresco
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Eviscerado
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Eviscerado enhielado
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Eviscerado fresco
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Selene spp.,Jorobado,Entero
Pacífico,Peces,PezOseo,Selene spp.,Jorobado,Entero fresco
Pacífico,Peces,PezOseo,Seriola lalandi,Bravo,Eviscerado
Pacífico,Peces,PezOseo,Seriola lalandi,Bravo,Eviscerado enhielado
Pacífico,Peces,PezOseo,Seriola peruana,Guayaipe,Entero
Pacífico,Peces,PezOseo,Seriola peruana,Guayaipe,Entero enhielado
Pacífico,Peces,PezOseo,Seriola peruana,Guayaipe,Entero fresco
Pacífico,Peces,PezOseo,Seriola peruana,Guayaipe,Eviscerado
Pacífico,Peces,PezOseo,Seriola peruana,Guayaipe,Eviscerado enhielado
Pacífico,Peces,PezOseo,Seriola peruana,Guayaipe,Eviscerado fresco
Pacífico,Peces,PezOseo,Seriola peruana,Guayaipe,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Seriola rivoliana,Medregal limón,Entero
Pacífico,Peces,PezOseo,Seriola rivoliana,Medregal limón,Entero fresco
Pacífico,Peces,PezOseo,Seriola rivoliana,Medregal limón,Eviscerado
Pacífico,Peces,PezOseo,Seriola rivoliana,Medregal limón,Eviscerado enhielado
Pacífico,Peces,PezOseo,Seriola rivoliana,Medregal limón,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Serranidos,Chernas,Descabezado
Pacífico,Peces,PezOseo,Serranidos,Chernas,Eviscerado
Pacífico,Peces,PezOseo,Serranidos,Chernas,Eviscerado enhielado
Pacífico,Crustáceos,Camaron,Solenocera agassizii,Camarón coliflor,Entero
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Descabezado
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Entero
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Entero fresco
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Eviscerado
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Eviscerado enhielado
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Eviscerado fresco
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Entero
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Entero enhielado
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Entero fresco
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Eviscerado
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Eviscerado enhielado
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Eviscerado fresco
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Entero
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Entero enhielado
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Entero fresco
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Eviscerado
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Eviscerado enhielado
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Eviscerado fresco
Pacífico,Peces,PezOseo,Sphyraena qenie,Champeta,Eviscerado
Pacífico,Peces,PezOseo,Sphyraena spp.,Picúas,Entero
Pacífico,Peces,PezOseo,Sphyraena spp.,Picúas,Eviscerado
Pacífico,Peces,PezOseo,Sphyraena spp.,Picúas,Eviscerado enhielado
Pacífico,Peces,PezOseo,Sphyraena spp.,Picúas,Eviscerado fresco
Pacífico,Peces,PezOseo,Sphyraena spp.,Picúas,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Stellifer scierus,"Botellona, Corvina",Entero
Pacífico,Peces,PezOseo,Stellifer scierus,"Botellona, Corvina",Entero fresco
Pacífico,Peces,PezOseo,Stellifer scierus,"Botellona, Corvina",Eviscerado
Pacífico,Peces,PezOseo,Stellifer scierus,"Botellona, Corvina",Eviscerado enhielado
Pacífico,Peces,PezOseo,Stellifer scierus,"Botellona, Corvina",Eviscerado fresco
Pacífico,Peces,PezOseo,Synodus scituliceps,Pez huevo,Entero
Pacífico,Peces,PezOseo,Thunnus alalunga,Albacora,Entero
Pacífico,Peces,PezOseo,Thunnus alalunga,Albacora,Entero enhielado
Pacífico,Peces,PezOseo,Thunnus alalunga,Albacora,Eviscerado
Pacífico,Peces,PezOseo,Thunnus alalunga,Albacora,Eviscerado enhielado
Pacífico,Peces,PezOseo,Thunnus alalunga,Albacora,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Entero
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Entero enhielado
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Entero fresco
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Eviscerado
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Eviscerado con gónada
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Eviscerado enhielado
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Eviscerado fresco
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Filete
Pacífico,Peces,PezOseo,Thunnus obesus,Atún ojo gordo,Eviscerado
Pacífico,Peces,PezOseo,Thunnus spp.,Atún,Entero
Pacífico,Peces,PezOseo,Thunnus spp.,Atún,Entero fresco
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Entero
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Entero enhielado
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Entero fresco
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Eviscerado
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Eviscerado enhielado
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Eviscerado fresco
Pacífico,Peces,PezOseo,Trachinotus paitensis,Pampano gris,Entero
Pacífico,Peces,PezOseo,Trachinotus paitensis,Pampano gris,Entero enhielado
Pacífico,Peces,PezOseo,Trachinotus paitensis,Pampano gris,Eviscerado
Pacífico,Peces,PezOseo,Trachinotus paitensis,Pampano gris,Eviscerado enhielado
Pacífico,Peces,PezOseo,Trachinotus rhodopus,Pámpano rayado,Eviscerado
Pacífico,Crustáceos,Camaron,Trachypenaeus spp.,Camarón tigre,Cola enhielada
Pacífico,Crustáceos,Camaron,Trachypenaeus spp.,Camarón tigre,Colas
Pacífico,Crustáceos,Camaron,Trachypenaeus spp.,Camarón tigre,Entero
Pacífico,Crustáceos,Camaron,Trachypenaeus spp.,Camarón tigre,Entero fresco
Pacífico,Peces,PezOseo,Tylosurus fodiator,Agujilla,Entero
Pacífico,Peces,PezOseo,Tylosurus fodiator,Agujilla,Entero enhielado
Pacífico,Peces,PezOseo,Tylosurus fodiator,Agujilla,Entero fresco
Pacífico,Peces,PezOseo,Tylosurus fodiator,Agujilla,Eviscerado
Pacífico,Peces,PezOseo,Tylosurus fodiator,Agujilla,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Tylosurus pacificus,Chere,Entero
Pacífico,Peces,PezOseo,Tylosurus pacificus,Chere,Entero enhielado
Pacífico,Peces,PezOseo,Tylosurus pacificus,Chere,Entero fresco
Pacífico,Peces,PezOseo,Tylosurus pacificus,Chere,Eviscerado enhielado
Pacífico,Peces,PezOseo,Tylosurus pacificus,Chere,Eviscerado sin gónada
Pacífico,Peces,PezOseo,Umbrina bussingi,Loco de altura,Entero enhielado
Pacífico,Peces,PezOseo,Umbrina bussingi,Loco de altura,Entero fresco
Pacífico,Peces,PezOseo,Xenichthys spp.,Ojón,Entero
Pacífico,Peces,PezOseo,Xenichthys spp.,Ojón,Entero enhielado
Pacífico,Peces,PezOseo,Xenichthys spp.,Ojón,Entero fresco
Pacífico,Peces,PezOseo,Xenichthys xanti,Ojón rayado,Entero
Pacífico,Peces,PezOseo,Xenichthys xanti,Ojón rayado,Entero enhielado
Pacífico,Peces,PezOseo,Xenichthys xanti,Ojón rayado,Entero fresco
Pacífico,Crustáceos,Camaron,Xiphopenaeus riveti,Camarón tití pacífico,Cola enhielada
Pacífico,Crustáceos,Camaron,Xiphopenaeus riveti,Camarón tití pacífico,Colas
Pacífico,Crustáceos,Camaron,Xiphopenaeus riveti,Camarón tití pacífico,Entero
Pacífico,Crustáceos,Camaron,Xiphopenaeus riveti,Camarón tití pacífico,Entero fresco
