Cuenca o Litoral,Grupo de especie,Formato,Especie,Nombre más común de la especie,Categoría comercial
Pacífico,Peces,PezOseo,Rhonciscus bayanus,Jojorro,Grande
Pacífico,Peces,PezOseo,Rhonciscus bayanus,Jojorro,Mediano
Pacífico,Peces,PezOseo,Rhonciscus bayanus,Jojorro,Pequeño
Pacífico,Peces,PezOseo,Rhonciscus bayanus,Jojorro,Revuelto
Pacífico,Peces,PezOseo,Sarda orientalis,Bonito,Grande
Pacífico,Peces,PezOseo,Sarda orientalis,Bonito,Revuelto
Pacífico,Peces,PezOseo,Schedophilus haedrichi,Pez uva,Extragrande
Pacífico,Peces,PezOseo,Schedophilus haedrichi,Pez uva,Grande
Pacífico,Peces,PezOseo,Schedophilus haedrichi,Pez uva,Pequeño
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Extragrande
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Grande
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Mediano
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Pequeño
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Pescado grueso
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Ranfaña
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Revuelto
Pacífico,Peces,PezOseo,Sciades dowii,Bagre moreno,Varios tamaños
Pacífico,Peces,PezOseo,Scomber japonicus,Ojón cigarro,Revuelto
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Extragrande
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Grande
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Mediano
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Pequeño
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Pescado especial
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Pescado menudo
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Ranfaña
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Revuelto
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Sierrilla G
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Sierrilla M
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Sierrilla P
Pacífico,Peces,PezOseo,Scomberomorus sierra,Sierra,Varios tamaños
Pacífico,Peces,PezOseo,Selar crumenophthalmus,Ojo gordo,Grande
Pacífico,Peces,PezOseo,Selar crumenophthalmus,Ojo gordo,Mediano
Pacífico,Peces,PezOseo,Selar crumenophthalmus,Ojo gordo,Pequeño
Pacífico,Peces,PezOseo,Selar crumenophthalmus,Ojo gordo,Revuelto
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Grande
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Mediano
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Pequeño
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Pescado menudo
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Revuelto
Pacífico,Peces,PezOseo,Selene peruviana,Viagra,Varios tamaños
Pacífico,Peces,PezOseo,Selene spp.,Jorobado,Mediano
Pacífico,Peces,PezOseo,Selene spp.,Jorobado,Revuelto
Pacífico,Peces,PezOseo,Seriola lalandi,Bravo,Extragrande
Pacífico,Peces,PezOseo,Seriola lalandi,Bravo,Grande
Pacífico,Peces,PezOseo,Seriola peruana,Guayaipe,Extragrande
Pacífico,Peces,PezOseo,Seriola peruana,Guayaipe,Grande
Pacífico,Peces,PezOseo,Seriola peruana,Guayaipe,Mediano
Pacífico,Peces,PezOseo,Seriola peruana,Guayaipe,Pequeño
Pacífico,Peces,PezOseo,Seriola rivoliana,Medregal limón,Grande
Pacífico,Peces,PezOseo,Seriola rivoliana,Medregal limón,Mediano
Pacífico,Peces,PezOseo,Seriola rivoliana,Medregal limón,Pequeño
Pacífico,Peces,PezOseo,Seriola rivoliana,Medregal limón,Revuelto
Pacífico,Peces,PezOseo,Seriola rivoliana,Medregal limón,Varios tamaños
Pacífico,Peces,PezOseo,Serranidos,Chernas,Grande
Pacífico,Peces,PezOseo,Serranidos,Chernas,Mediano
Pacífico,Peces,PezOseo,Serranidos,Chernas,Pequeño
Pacífico,Crustáceos,Camaron,Solenocera agassizii,Camarón coliflor,Langostino
Pacífico,Crustáceos,Camaron,Solenocera agassizii,Camarón coliflor,Revuelto
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Grande
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Mediano
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Pequeño
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Revuelto
Pacífico,Peces,PezOseo,Sphoeroides spp.,Merito tamborero,Varios tamaños
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Extragrande
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Grande
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Mediano
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Pequeño
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Pescado menudo
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Ranfaña
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Revuelto
Pacífico,Peces,PezOseo,Sphyraena ensis,Picúa,Varios tamaños
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Extragrande
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Grande
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Mediano
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Pequeño
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Pescado menudo
Pacífico,Peces,PezOseo,Sphyraena idiastes,Picúa grande,Revuelto
Pacífico,Peces,PezOseo,Sphyraena qenie,Champeta,Grande
Pacífico,Peces,PezOseo,Sphyraena spp.,Picúas,Grande
Pacífico,Peces,PezOseo,Sphyraena spp.,Picúas,Pequeño
Pacífico,Peces,PezOseo,Sphyraena spp.,Picúas,Revuelto
Pacífico,Peces,PezOseo,Sphyraena spp.,Picúas,Varios tamaños
Pacífico,Peces,PezOseo,Stellifer scierus,"Botellona, Corvina",Grande
Pacífico,Peces,PezOseo,Stellifer scierus,"Botellona, Corvina",Mediano
Pacífico,Peces,PezOseo,Stellifer scierus,"Botellona, Corvina",Pequeño
Pacífico,Peces,PezOseo,Synodus scituliceps,Pez huevo,Grande
Pacífico,Peces,PezOseo,Synodus scituliceps,Pez huevo,Mediano
Pacífico,Peces,PezOseo,Synodus scituliceps,Pez huevo,Pequeño
Pacífico,Peces,PezOseo,Thunnus alalunga,Albacora,Grande
Pacífico,Peces,PezOseo,Thunnus alalunga,Albacora,Mediano
Pacífico,Peces,PezOseo,Thunnus alalunga,Albacora,Revuelto
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Extragrande
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Grande
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Mediano
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Pequeño
Pacífico,Peces,PezOseo,Thunnus albacares,Atún aleta amarilla,Revuelto
Pacífico,Peces,PezOseo,Thunnus obesus,Atún ojo gordo,Grande
Pacífico,Peces,PezOseo,Thunnus spp.,Atún,Grande
Pacífico,Peces,PezOseo,Thunnus spp.,Atún,Mediano
Pacífico,Peces,PezOseo,Thunnus spp.,Atún,Pequeño
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Extragrande
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Grande
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Mediano
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Pequeño
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Revuelto
Pacífico,Peces,PezOseo,Trachinotus kennedyi,Pampano vientre amarillo pacífico,Varios tamaños
Pacífico,Peces,PezOseo,Trachinotus paitensis,Pampano gris,Grande
Pacífico,Peces,PezOseo,Trachinotus paitensis,Pampano gris,Mediano
Pacífico,Peces,PezOseo,Trachinotus paitensis,Pampano gris,Pescado especial
Pacífico,Peces,PezOseo,Trachinotus paitensis,Pampano gris,Revuelto
Pacífico,Peces,PezOseo,Trachinotus rhodopus,Pámpano rayado,Grande
Pacífico,Peces,PezOseo,Trachinotus rhodopus,Pámpano rayado,Pequeño
Pacífico,Crustáceos,Camaron,Trachypenaeus spp.,Camarón tigre,Grande
Pacífico,Crustáceos,Camaron,Trachypenaeus spp.,Camarón tigre,Mediano
Pacífico,Crustáceos,Camaron,Trachypenaeus spp.,Camarón tigre,Pequeño
Pacífico,Crustáceos,Camaron,Trachypenaeus spp.,Camarón tigre,Revuelto
Pacífico,Crustáceos,Camaron,Trachypenaeus spp.,Camarón tigre,Varios tamaños
Pacífico,Peces,PezOseo,Tylosurus fodiator,Agujilla,Grande
Pacífico,Peces,PezOseo,Tylosurus fodiator,Agujilla,Mediano
Pacífico,Peces,PezOseo,Tylosurus fodiator,Agujilla,Pequeño
Pacífico,Peces,PezOseo,Tylosurus fodiator,Agujilla,Ranfaña
Pacífico,Peces,PezOseo,Tylosurus fodiator,Agujilla,Revuelto
Pacífico,Peces,PezOseo,Tylosurus pacificus,Chere,Extragrande
Pacífico,Peces,PezOseo,Tylosurus pacificus,Chere,Grande
Pacífico,Peces,PezOseo,Tylosurus pacificus,Chere,Mediano
Pacífico,Peces,PezOseo,Tylosurus pacificus,Chere,Revuelto
Pacífico,Peces,PezOseo,Umbrina bussingi,Loco de altura,Grande
Pacífico,Peces,PezOseo,Umbrina bussingi,Loco de altura,Mediano
Pacífico,Peces,PezOseo,Umbrina bussingi,Loco de altura,Pequeño
Pacífico,Peces,PezOseo,Umbrina bussingi,Loco de altura,Revuelto
Pacífico,Peces,PezOseo,Xenichthys spp.,Ojón,Grande
Pacífico,Peces,PezOseo,Xenichthys spp.,Ojón,Mediano
Pacífico,Peces,PezOseo,Xenichthys spp.,Ojón,Pequeño
Pacífico,Peces,PezOseo,Xenichthys spp.,Ojón,Pescado menudo
Pacífico,Peces,PezOseo,Xenichthys spp.,Ojón,Revuelto
Pacífico,Peces,PezOseo,Xenichthys xanti,Ojón rayado,Grande
Pacífico,Peces,PezOseo,Xenichthys xanti,Ojón rayado,Pequeño
Pacífico,Crustáceos,Camaron,Xiphopenaeus riveti,Camarón tití pacífico,Grande
Pacífico,Crustáceos,Camaron,Xiphopenaeus riveti,Camarón tití pacífico,Invertebrado comercial
Pacífico,Crustáceos,Camaron,Xiphopenaeus riveti,Camarón tití pacífico,Pequeño
Pacífico,Crustáceos,Camaron,Xiphopenaeus riveti,Camarón tití pacífico,Revuelto
Pacífico,Crustáceos,Camaron,Xiphopenaeus riveti,Camarón tití pacífico,Varios tamaños
